,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
,12:53 AM,55 F,51 F,86 %,SE,8 mph,0 mph,29.39 in,0.0 in,Partly Cloudy
,1:53 AM,57 F,53 F,87 %,SE,9 mph,0 mph,29.38 in,0.0 in,Mostly Cloudy
,2:53 AM,57 F,54 F,89 %,SE,6 mph,0 mph,29.38 in,0.0 in,Mostly Cloudy
,3:53 AM,56 F,53 F,90 %,SSE,5 mph,0 mph,29.38 in,0.0 in,Mostly Cloudy
,4:53 AM,55 F,53 F,93 %,SSE,7 mph,0 mph,29.39 in,0.0 in,Fair
,5:53 AM,54 F,53 F,97 %,SSE,6 mph,0 mph,29.39 in,0.0 in,Fair
,6:53 AM,59 F,56 F,90 %,S,8 mph,0 mph,29.40 in,0.0 in,Fair
,7:53 AM,64 F,58 F,80 %,S,10 mph,0 mph,29.39 in,0.0 in,Fair
,8:53 AM,72 F,59 F,64 %,SSW,10 mph,0 mph,29.39 in,0.0 in,Fair
,9:53 AM,77 F,59 F,54 %,WSW,15 mph,0 mph,29.39 in,0.0 in,Fair
,10:53 AM,81 F,59 F,47 %,SW,14 mph,0 mph,29.38 in,0.0 in,Fair
,11:53 AM,82 F,59 F,45 %,SSW,13 mph,0 mph,29.36 in,0.0 in,Fair
,12:53 PM,84 F,60 F,44 %,SW,14 mph,0 mph,29.33 in,0.0 in,Fair
,1:53 PM,84 F,59 F,43 %,S,12 mph,20 mph,29.32 in,0.0 in,Partly Cloudy
,2:53 PM,84 F,59 F,43 %,SSW,10 mph,21 mph,29.32 in,0.0 in,Fair
,3:53 PM,82 F,58 F,44 %,SSW,10 mph,0 mph,29.32 in,0.0 in,Cloudy
,4:53 PM,79 F,57 F,47 %,SSW,10 mph,0 mph,29.32 in,0.0 in,Fair
,5:53 PM,70 F,57 F,63 %,S,7 mph,0 mph,29.33 in,0.0 in,Fair
,6:53 PM,67 F,57 F,70 %,S,8 mph,0 mph,29.34 in,0.0 in,Fair
,7:53 PM,66 F,59 F,78 %,S,8 mph,0 mph,29.35 in,0.0 in,Fair
,8:53 PM,64 F,58 F,80 %,S,9 mph,0 mph,29.35 in,0.0 in,Fair
,9:53 PM,63 F,58 F,84 %,S,8 mph,0 mph,29.36 in,0.0 in,Fair
,10:53 PM,65 F,59 F,81 %,SSW,10 mph,0 mph,29.35 in,0.0 in,Fair
10/1/2018,11:53 PM,62 F,58 F,86 %,SSW,7 mph,0 mph,29.35 in,0.0 in,Fair
,12:53 AM,61 F,58 F,90 %,SSW,7 mph,0 mph,29.36 in,0.0 in,Fair
,1:53 AM,58 F,57 F,97 %,SSW,6 mph,0 mph,29.36 in,0.0 in,Fair
,2:53 AM,57 F,56 F,96 %,SSW,6 mph,0 mph,29.36 in,0.0 in,Fair
,3:53 AM,56 F,56 F,100 %,S,7 mph,0 mph,29.36 in,0.0 in,Fair
,4:53 AM,56 F,55 F,97 %,SSE,3 mph,0 mph,29.37 in,0.0 in,Fair
,5:53 AM,58 F,57 F,97 %,SSE,3 mph,0 mph,29.38 in,0.0 in,Fair
,6:53 AM,62 F,60 F,93 %,S,8 mph,0 mph,29.39 in,0.0 in,Fair
,7:53 AM,68 F,63 F,84 %,S,9 mph,0 mph,29.39 in,0.0 in,Fair
,8:53 AM,75 F,62 F,64 %,SW,7 mph,0 mph,29.39 in,0.0 in,Fair
,9:53 AM,79 F,63 F,58 %,SSW,12 mph,0 mph,29.39 in,0.0 in,Fair
,10:53 AM,83 F,62 F,49 %,S,15 mph,0 mph,29.38 in,0.0 in,Fair
,11:53 AM,84 F,61 F,46 %,S,15 mph,0 mph,29.36 in,0.0 in,Fair
,12:53 PM,85 F,59 F,41 %,SSW,12 mph,0 mph,29.33 in,0.0 in,Fair
,1:53 PM,84 F,61 F,46 %,SSW,15 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy
,2:53 PM,84 F,62 F,47 %,S,14 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
,3:53 PM,82 F,62 F,51 %,SSW,15 mph,0 mph,29.28 in,0.0 in,Cloudy
,4:53 PM,80 F,63 F,56 %,S,17 mph,0 mph,29.26 in,0.0 in,Partly Cloudy
,5:53 PM,76 F,62 F,62 %,S,13 mph,0 mph,29.26 in,0.0 in,Fair
,6:53 PM,72 F,62 F,71 %,S,10 mph,0 mph,29.27 in,0.0 in,Fair
,7:53 PM,72 F,63 F,73 %,S,12 mph,0 mph,29.27 in,0.0 in,Fair
,8:53 PM,71 F,64 F,78 %,S,13 mph,0 mph,29.27 in,0.0 in,Fair
,9:53 PM,71 F,64 F,78 %,SSW,12 mph,0 mph,29.27 in,0.0 in,Fair
,10:53 PM,70 F,65 F,84 %,SSW,13 mph,0 mph,29.28 in,0.0 in,Partly Cloudy
10/2/2018,11:53 PM,70 F,65 F,84 %,SSW,10 mph,0 mph,29.27 in,0.0 in,Partly Cloudy
,12:53 AM,69 F,65 F,87 %,SW,10 mph,0 mph,29.27 in,0.0 in,Fair
,1:53 AM,69 F,65 F,87 %,SW,10 mph,0 mph,29.27 in,0.0 in,Fair
,2:53 AM,68 F,66 F,93 %,SW,10 mph,0 mph,29.27 in,0.0 in,Fair
,3:53 AM,68 F,66 F,93 %,SW,9 mph,0 mph,29.28 in,0.0 in,Fair
,4:53 AM,67 F,66 F,97 %,SW,8 mph,0 mph,29.28 in,0.0 in,Fair
,5:53 AM,67 F,66 F,97 %,SSW,9 mph,0 mph,29.29 in,0.0 in,Fair
,6:53 AM,68 F,67 F,96 %,SW,10 mph,0 mph,29.30 in,0.0 in,Fair
,7:22 AM,69 F,68 F,96 %,SW,10 mph,0 mph,29.30 in,0.0 in,Fair
,7:30 AM,70 F,68 F,93 %,WSW,10 mph,0 mph,29.30 in,0.0 in,Mostly Cloudy
,7:53 AM,71 F,68 F,90 %,SW,12 mph,0 mph,29.29 in,0.0 in,Partly Cloudy
,8:53 AM,76 F,69 F,79 %,WSW,10 mph,0 mph,29.29 in,0.0 in,Fair
,9:27 AM,77 F,68 F,74 %,W,12 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
,9:53 AM,77 F,68 F,74 %,W,10 mph,0 mph,29.29 in,0.0 in,Cloudy
,10:53 AM,78 F,69 F,74 %,W,9 mph,0 mph,29.30 in,0.0 in,Cloudy
,11:53 AM,78 F,68 F,71 %,WNW,9 mph,0 mph,29.28 in,0.0 in,Cloudy
,12:53 PM,80 F,69 F,69 %,WNW,9 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
,1:32 PM,80 F,68 F,67 %,NW,9 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
,1:53 PM,81 F,69 F,67 %,NNW,9 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy
,2:04 PM,81 F,68 F,65 %,NNW,9 mph,0 mph,29.25 in,0.0 in,Partly Cloudy
,2:53 PM,82 F,68 F,62 %,WNW,8 mph,0 mph,29.25 in,0.0 in,Fair
,3:53 PM,82 F,68 F,62 %,NW,7 mph,0 mph,29.25 in,0.0 in,Fair
,4:53 PM,78 F,67 F,68 %,N,9 mph,0 mph,29.25 in,0.0 in,Fair
,5:53 PM,73 F,66 F,79 %,NE,8 mph,0 mph,29.26 in,0.0 in,Fair
,6:53 PM,70 F,65 F,84 %,NNE,7 mph,0 mph,29.27 in,0.0 in,Fair
,7:53 PM,69 F,65 F,87 %,ENE,6 mph,0 mph,29.27 in,0.0 in,Fair
,8:53 PM,67 F,64 F,90 %,E,6 mph,0 mph,29.27 in,0.0 in,Fair
,9:53 PM,66 F,64 F,93 %,E,7 mph,0 mph,29.26 in,0.0 in,Fair
,10:53 PM,66 F,64 F,93 %,ESE,8 mph,0 mph,29.25 in,0.0 in,Fair
10/3/2018,11:53 PM,65 F,64 F,97 %,ESE,7 mph,0 mph,29.24 in,0.0 in,Fair
,12:53 AM,66 F,65 F,96 %,SE,7 mph,0 mph,29.24 in,0.0 in,Fair
,1:53 AM,66 F,65 F,96 %,SE,6 mph,0 mph,29.22 in,0.0 in,Fair
,2:53 AM,67 F,65 F,93 %,SSE,7 mph,0 mph,29.21 in,0.0 in,Fair
,3:53 AM,66 F,65 F,96 %,SSE,7 mph,0 mph,29.21 in,0.0 in,Fair
,4:53 AM,68 F,66 F,93 %,S,12 mph,0 mph,29.19 in,0.0 in,Partly Cloudy
,5:53 AM,68 F,66 F,93 %,S,12 mph,0 mph,29.19 in,0.0 in,Fair
,6:53 AM,69 F,67 F,93 %,S,9 mph,0 mph,29.20 in,0.0 in,Fair
,7:53 AM,75 F,69 F,82 %,S,16 mph,0 mph,29.19 in,0.0 in,Fair
,8:53 AM,81 F,69 F,67 %,SSW,18 mph,24 mph,29.18 in,0.0 in,Fair
,9:53 AM,84 F,68 F,58 %,SW,14 mph,23 mph,29.16 in,0.0 in,Partly Cloudy
,10:53 AM,85 F,67 F,55 %,,0 mph,0 mph,29.14 in,0.0 in,Fair
,11:53 AM,86 F,67 F,53 %,SSW,23 mph,33 mph,29.11 in,0.0 in,Mostly Cloudy / Windy
,12:53 PM,86 F,66 F,51 %,SSW,22 mph,32 mph,29.09 in,0.0 in,Mostly Cloudy / Windy
,1:53 PM,89 F,66 F,46 %,SSW,25 mph,35 mph,29.06 in,0.0 in,Partly Cloudy / Windy
,2:53 PM,89 F,65 F,45 %,S,30 mph,0 mph,29.04 in,0.0 in,Mostly Cloudy / Windy
,3:53 PM,88 F,65 F,46 %,S,29 mph,37 mph,29.03 in,0.0 in,Fair / Windy
,4:53 PM,84 F,66 F,55 %,SSW,18 mph,35 mph,29.03 in,0.0 in,Fair
,5:53 PM,81 F,66 F,60 %,S,15 mph,26 mph,29.03 in,0.0 in,Fair
,6:53 PM,78 F,66 F,66 %,S,15 mph,0 mph,29.04 in,0.0 in,Fair
,7:53 PM,77 F,67 F,71 %,S,15 mph,0 mph,29.05 in,0.0 in,Fair
,8:53 PM,78 F,67 F,68 %,SSW,18 mph,26 mph,29.05 in,0.0 in,Cloudy
,9:53 PM,77 F,67 F,71 %,SSW,17 mph,0 mph,29.06 in,0.0 in,Fair
,10:53 PM,77 F,68 F,74 %,SSW,16 mph,0 mph,29.08 in,0.0 in,Cloudy
10/4/2018,11:53 PM,78 F,68 F,71 %,SSW,16 mph,25 mph,29.08 in,0.0 in,Cloudy
,12:53 AM,78 F,69 F,74 %,SSW,18 mph,0 mph,29.08 in,0.0 in,Fair
,1:53 AM,77 F,69 F,76 %,SW,17 mph,28 mph,29.07 in,0.0 in,Mostly Cloudy
,2:53 AM,77 F,69 F,76 %,WSW,17 mph,25 mph,29.07 in,0.0 in,Fair
,3:53 AM,76 F,69 F,79 %,WSW,12 mph,0 mph,29.10 in,0.0 in,Cloudy
,4:53 AM,76 F,69 F,79 %,NW,17 mph,23 mph,29.15 in,0.0 in,Cloudy
,5:05 AM,73 F,68 F,84 %,NNW,12 mph,0 mph,29.15 in,0.0 in,Cloudy
,5:27 AM,72 F,67 F,84 %,NNW,16 mph,0 mph,29.18 in,0.0 in,Cloudy
,5:53 AM,70 F,64 F,81 %,NNW,14 mph,26 mph,29.20 in,0.0 in,Cloudy
,6:53 AM,67 F,62 F,84 %,NNW,13 mph,0 mph,29.23 in,0.0 in,Cloudy
,7:53 AM,65 F,60 F,84 %,NNW,17 mph,0 mph,29.27 in,0.0 in,Cloudy
,8:06 AM,65 F,59 F,81 %,NNW,18 mph,0 mph,29.28 in,0.0 in,Cloudy
,8:17 AM,64 F,59 F,84 %,NNW,17 mph,0 mph,29.28 in,0.0 in,Cloudy
,8:46 AM,65 F,59 F,81 %,N,14 mph,24 mph,29.29 in,0.0 in,Cloudy
,8:53 AM,65 F,58 F,78 %,NNW,20 mph,24 mph,29.29 in,0.0 in,Cloudy
,9:53 AM,68 F,55 F,63 %,N,14 mph,0 mph,29.30 in,0.0 in,Cloudy
,10:53 AM,70 F,56 F,61 %,N,12 mph,0 mph,29.31 in,0.0 in,Cloudy
,11:38 AM,72 F,57 F,59 %,NNE,12 mph,21 mph,29.30 in,0.0 in,Cloudy
,11:53 AM,73 F,57 F,57 %,NNE,9 mph,0 mph,29.31 in,0.0 in,Cloudy
,12:53 PM,71 F,56 F,59 %,N,12 mph,0 mph,29.31 in,0.0 in,Cloudy
,1:53 PM,70 F,54 F,57 %,NNE,13 mph,0 mph,29.31 in,0.0 in,Cloudy
,2:53 PM,69 F,54 F,58 %,NE,12 mph,0 mph,29.31 in,0.0 in,Partly Cloudy
,3:53 PM,68 F,53 F,59 %,NNE,15 mph,0 mph,29.29 in,0.0 in,Fair
,4:53 PM,65 F,49 F,56 %,NNE,16 mph,0 mph,29.31 in,0.0 in,Fair
,5:53 PM,61 F,47 F,60 %,NE,16 mph,0 mph,29.32 in,0.0 in,Fair
,6:53 PM,58 F,46 F,65 %,NE,16 mph,25 mph,29.34 in,0.0 in,Cloudy
,7:53 PM,56 F,45 F,67 %,NE,14 mph,25 mph,29.36 in,0.0 in,Mostly Cloudy
,8:53 PM,55 F,45 F,69 %,NE,16 mph,25 mph,29.35 in,0.0 in,Cloudy
,9:53 PM,52 F,47 F,83 %,ENE,17 mph,25 mph,29.32 in,0.0 in,Cloudy
,10:53 PM,53 F,48 F,83 %,ENE,13 mph,0 mph,29.29 in,0.0 in,Cloudy
10/5/2018,11:53 PM,53 F,49 F,86 %,E,13 mph,0 mph,29.25 in,0.0 in,Cloudy
,12:28 AM,54 F,49 F,83 %,N,8 mph,0 mph,29.28 in,0.0 in,Rain
,12:53 AM,54 F,50 F,86 %,NNE,6 mph,0 mph,29.27 in,0.0 in,Cloudy
,1:07 AM,54 F,51 F,90 %,ENE,7 mph,0 mph,29.26 in,0.0 in,Light Rain
,1:17 AM,54 F,51 F,90 %,ENE,10 mph,0 mph,29.25 in,0.0 in,Light Rain
,1:53 AM,54 F,51 F,90 %,VAR,3 mph,0 mph,29.26 in,0.0 in,Light Rain
,2:36 AM,53 F,52 F,96 %,E,10 mph,0 mph,29.21 in,0.0 in,T-Storm
,2:53 AM,54 F,52 F,93 %,E,12 mph,0 mph,29.21 in,0.0 in,Light Rain
,3:01 AM,54 F,52 F,93 %,E,13 mph,0 mph,29.20 in,0.0 in,Cloudy
,3:12 AM,54 F,53 F,97 %,E,13 mph,0 mph,29.20 in,0.0 in,Cloudy
,3:20 AM,54 F,53 F,97 %,E,13 mph,0 mph,29.19 in,0.0 in,Cloudy
,3:48 AM,54 F,54 F,100 %,ESE,13 mph,0 mph,29.20 in,0.0 in,Light Rain
,3:53 AM,55 F,54 F,96 %,ESE,10 mph,0 mph,29.20 in,0.0 in,Cloudy
,4:14 AM,55 F,54 F,96 %,ESE,5 mph,0 mph,29.21 in,0.0 in,Cloudy
,4:45 AM,55 F,54 F,96 %,ESE,9 mph,0 mph,29.20 in,0.0 in,Cloudy
,4:53 AM,56 F,54 F,93 %,ESE,9 mph,0 mph,29.20 in,0.0 in,Light Rain
,5:18 AM,56 F,54 F,93 %,SE,7 mph,0 mph,29.20 in,0.0 in,Cloudy
,5:50 AM,55 F,55 F,100 %,SE,8 mph,0 mph,29.20 in,0.0 in,Cloudy
,5:53 AM,57 F,55 F,93 %,SE,8 mph,0 mph,29.20 in,0.0 in,Cloudy
,6:53 AM,59 F,57 F,93 %,S,9 mph,0 mph,29.20 in,0.0 in,Cloudy
,7:53 AM,62 F,60 F,93 %,WNW,10 mph,0 mph,29.23 in,0.0 in,Cloudy
,8:53 AM,61 F,59 F,93 %,NNW,5 mph,0 mph,29.23 in,0.0 in,Cloudy
,9:53 AM,65 F,62 F,90 %,SW,5 mph,0 mph,29.22 in,0.0 in,Cloudy
,10:53 AM,69 F,65 F,87 %,S,6 mph,0 mph,29.21 in,0.0 in,Mostly Cloudy
,10:56 AM,69 F,65 F,87 %,S,6 mph,0 mph,29.21 in,0.0 in,Mostly Cloudy
,11:51 AM,75 F,70 F,83 %,SSW,10 mph,0 mph,29.18 in,0.0 in,Mostly Cloudy
,11:53 AM,76 F,69 F,79 %,S,10 mph,0 mph,29.18 in,0.0 in,Mostly Cloudy
,12:53 PM,80 F,70 F,71 %,SW,9 mph,0 mph,29.15 in,0.0 in,Mostly Cloudy
,1:53 PM,83 F,70 F,65 %,WSW,8 mph,0 mph,29.14 in,0.0 in,Mostly Cloudy
,2:53 PM,82 F,69 F,65 %,W,13 mph,0 mph,29.13 in,0.0 in,Mostly Cloudy
,3:53 PM,81 F,70 F,69 %,W,7 mph,0 mph,29.14 in,0.0 in,Fair
,4:53 PM,81 F,70 F,69 %,CALM,0 mph,0 mph,29.13 in,0.0 in,Fair
,5:53 PM,74 F,68 F,82 %,SE,5 mph,0 mph,29.13 in,0.0 in,Fair
,6:53 PM,75 F,69 F,82 %,SE,7 mph,0 mph,29.14 in,0.0 in,Fair
,7:53 PM,72 F,68 F,87 %,SE,6 mph,0 mph,29.15 in,0.0 in,Fair
,8:53 PM,72 F,68 F,87 %,SSE,6 mph,0 mph,29.16 in,0.0 in,Fair
,9:53 PM,72 F,68 F,87 %,S,9 mph,0 mph,29.15 in,0.0 in,Fair
,10:53 PM,73 F,69 F,87 %,S,10 mph,0 mph,29.14 in,0.0 in,Fair
10/6/2018,11:53 PM,73 F,69 F,87 %,S,12 mph,0 mph,29.13 in,0.0 in,Fair
,12:53 AM,72 F,69 F,91 %,S,10 mph,0 mph,29.14 in,0.0 in,Fair
,1:53 AM,71 F,69 F,93 %,S,10 mph,0 mph,29.14 in,0.0 in,Fair
,2:53 AM,72 F,69 F,91 %,S,10 mph,0 mph,29.14 in,0.0 in,Fair
,3:53 AM,72 F,69 F,91 %,S,14 mph,0 mph,29.15 in,0.0 in,Cloudy
,4:53 AM,73 F,69 F,87 %,SSW,13 mph,0 mph,29.16 in,0.0 in,Mostly Cloudy
,5:53 AM,71 F,68 F,90 %,S,13 mph,0 mph,29.16 in,0.0 in,Fair
,6:53 AM,73 F,69 F,87 %,SSW,13 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
,7:53 AM,74 F,69 F,85 %,SSW,9 mph,0 mph,29.18 in,0.0 in,Fair
,8:53 AM,82 F,70 F,67 %,S,15 mph,0 mph,29.18 in,0.0 in,Partly Cloudy
,9:53 AM,82 F,69 F,65 %,SSW,16 mph,0 mph,29.19 in,0.0 in,Mostly Cloudy
,10:53 AM,82 F,70 F,67 %,WSW,12 mph,0 mph,29.17 in,0.0 in,Cloudy
,11:53 AM,87 F,68 F,53 %,SSW,18 mph,30 mph,29.15 in,0.0 in,Fair
,12:28 PM,83 F,67 F,58 %,WSW,10 mph,0 mph,29.14 in,0.0 in,Mostly Cloudy
,12:48 PM,70 F,68 F,94 %,NW,29 mph,47 mph,29.16 in,0.1 in,Heavy T-Storm / Windy
,12:53 PM,70 F,68 F,93 %,NNW,25 mph,47 mph,29.17 in,0.2 in,Heavy T-Storm / Windy
,1:00 PM,69 F,68 F,96 %,NNW,17 mph,35 mph,29.19 in,0.1 in,Heavy T-Storm
,1:05 PM,69 F,68 F,96 %,NNW,15 mph,32 mph,29.19 in,0.1 in,T-Storm
,1:22 PM,69 F,67 F,93 %,NNW,15 mph,0 mph,29.20 in,0.1 in,Heavy Rain
,1:41 PM,69 F,67 F,93 %,N,13 mph,0 mph,29.19 in,0.2 in,Light Rain
,1:53 PM,68 F,67 F,96 %,N,10 mph,0 mph,29.20 in,0.2 in,Mostly Cloudy
,2:53 PM,69 F,67 F,93 %,NE,6 mph,0 mph,29.18 in,0.0 in,Light Rain
,3:53 PM,70 F,68 F,93 %,E,6 mph,0 mph,29.18 in,0.0 in,Fair
,4:53 PM,70 F,69 F,97 %,SE,5 mph,0 mph,29.19 in,0.0 in,Fair
,5:53 PM,67 F,67 F,100 %,NNW,5 mph,0 mph,29.20 in,0.0 in,Fair
,6:16 PM,69 F,69 F,100 %,NNW,9 mph,0 mph,29.23 in,0.0 in,Mostly Cloudy
,6:37 PM,70 F,69 F,97 %,NNW,10 mph,0 mph,29.23 in,0.0 in,Cloudy
,6:53 PM,70 F,69 F,97 %,N,13 mph,0 mph,29.24 in,0.0 in,Cloudy
,7:50 PM,68 F,66 F,94 %,NNE,14 mph,0 mph,29.27 in,0.0 in,Cloudy
,7:53 PM,67 F,66 F,97 %,NNE,14 mph,0 mph,29.27 in,0.0 in,Cloudy
,8:00 PM,65 F,65 F,100 %,NNE,14 mph,0 mph,29.28 in,0.0 in,Fog
,8:49 PM,63 F,63 F,100 %,NNE,16 mph,0 mph,29.28 in,0.0 in,Cloudy
,8:53 PM,62 F,62 F,100 %,NE,13 mph,22 mph,29.28 in,0.0 in,Cloudy
,9:53 PM,62 F,61 F,96 %,NE,12 mph,0 mph,29.28 in,0.0 in,Cloudy
,10:53 PM,60 F,59 F,96 %,NE,12 mph,0 mph,29.28 in,0.0 in,Cloudy
10/7/2018,11:14 PM,60 F,59 F,96 %,NE,14 mph,0 mph,29.28 in,0.0 in,Cloudy
,11:53 PM,60 F,59 F,96 %,ENE,13 mph,23 mph,29.28 in,0.0 in,Cloudy
,12:21 AM,60 F,59 F,96 %,ENE,13 mph,0 mph,29.28 in,0.0 in,Cloudy
,12:53 AM,60 F,59 F,96 %,NE,12 mph,0 mph,29.29 in,0.0 in,Cloudy
,1:19 AM,60 F,60 F,100 %,ENE,13 mph,0 mph,29.29 in,0.0 in,Fog
,1:50 AM,61 F,61 F,100 %,ENE,12 mph,0 mph,29.29 in,0.0 in,Cloudy
,1:53 AM,60 F,60 F,100 %,NE,8 mph,0 mph,29.29 in,0.0 in,Fog
,2:03 AM,60 F,60 F,100 %,NNE,9 mph,0 mph,29.30 in,0.0 in,Fog
,2:11 AM,60 F,60 F,100 %,NE,7 mph,0 mph,29.30 in,0.0 in,Fog
,2:53 AM,60 F,60 F,100 %,NE,9 mph,0 mph,29.30 in,0.0 in,Fog
,3:09 AM,60 F,60 F,100 %,NE,8 mph,0 mph,29.30 in,0.0 in,Fog
,3:53 AM,60 F,60 F,100 %,NNE,9 mph,0 mph,29.31 in,0.0 in,Fog
,4:33 AM,60 F,60 F,100 %,NE,7 mph,0 mph,29.31 in,0.0 in,Fog
,4:53 AM,59 F,59 F,100 %,NE,8 mph,0 mph,29.32 in,0.0 in,Fog
,5:53 AM,59 F,59 F,100 %,ENE,12 mph,0 mph,29.32 in,0.0 in,Fog
,6:24 AM,59 F,59 F,100 %,ENE,9 mph,0 mph,29.33 in,0.0 in,Fog
,6:36 AM,59 F,59 F,100 %,E,10 mph,0 mph,29.33 in,0.0 in,Fog
,6:53 AM,60 F,60 F,100 %,E,10 mph,0 mph,29.33 in,0.0 in,Fog
,7:13 AM,60 F,60 F,100 %,E,12 mph,0 mph,29.33 in,0.0 in,Fog
,7:34 AM,61 F,61 F,100 %,E,9 mph,0 mph,29.34 in,0.0 in,Fog
,7:53 AM,61 F,61 F,100 %,E,8 mph,0 mph,29.35 in,0.0 in,Fog
,8:13 AM,62 F,62 F,100 %,E,7 mph,0 mph,29.35 in,0.0 in,Fog
,8:41 AM,63 F,63 F,100 %,E,10 mph,0 mph,29.35 in,0.0 in,Fog
,8:53 AM,63 F,63 F,100 %,E,12 mph,0 mph,29.35 in,0.0 in,Fog
,9:02 AM,64 F,64 F,100 %,ESE,10 mph,0 mph,29.35 in,0.0 in,Fog
,9:21 AM,65 F,65 F,100 %,ESE,9 mph,0 mph,29.35 in,0.0 in,Cloudy
,9:53 AM,66 F,66 F,100 %,ESE,9 mph,0 mph,29.34 in,0.0 in,Cloudy
,10:13 AM,68 F,67 F,96 %,SSE,8 mph,0 mph,29.35 in,0.0 in,Cloudy
,10:27 AM,70 F,67 F,90 %,SE,3 mph,0 mph,29.35 in,0.0 in,Cloudy
,10:41 AM,72 F,67 F,84 %,CALM,0 mph,0 mph,29.35 in,0.0 in,Cloudy
,10:53 AM,74 F,69 F,85 %,CALM,0 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy
,11:03 AM,75 F,68 F,79 %,SE,3 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy
,11:53 AM,78 F,69 F,74 %,VAR,6 mph,0 mph,29.33 in,0.0 in,Fair
,12:53 PM,83 F,70 F,65 %,VAR,7 mph,0 mph,29.30 in,0.0 in,Mostly Cloudy
,1:53 PM,84 F,68 F,58 %,S,14 mph,0 mph,29.27 in,0.0 in,Cloudy
,2:53 PM,85 F,66 F,53 %,SSE,13 mph,0 mph,29.25 in,0.0 in,Fair
,3:53 PM,84 F,66 F,55 %,SSE,10 mph,20 mph,29.25 in,0.0 in,Fair
,4:53 PM,82 F,66 F,58 %,SSE,9 mph,0 mph,29.26 in,0.0 in,Cloudy
,5:53 PM,77 F,67 F,71 %,SE,7 mph,0 mph,29.27 in,0.0 in,Cloudy
,6:53 PM,77 F,66 F,69 %,SE,7 mph,0 mph,29.29 in,0.0 in,Cloudy
,7:40 PM,71 F,67 F,87 %,NW,17 mph,28 mph,29.32 in,0.0 in,Cloudy
,7:53 PM,71 F,67 F,87 %,NW,9 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy
,8:53 PM,68 F,65 F,90 %,N,12 mph,0 mph,29.32 in,0.0 in,Fair
,9:53 PM,67 F,65 F,93 %,NE,10 mph,0 mph,29.31 in,0.0 in,Fair
,10:53 PM,66 F,65 F,96 %,ENE,9 mph,0 mph,29.30 in,0.0 in,Fair
10/8/2018,11:53 PM,65 F,64 F,97 %,NW,7 mph,0 mph,29.31 in,0.0 in,Fair
,12:34 AM,66 F,65 F,96 %,NE,8 mph,0 mph,29.31 in,0.0 in,Fair
,12:53 AM,66 F,65 F,96 %,N,6 mph,0 mph,29.30 in,0.0 in,Fair
,1:53 AM,65 F,64 F,97 %,NE,8 mph,0 mph,29.29 in,0.0 in,Fair
,2:53 AM,65 F,64 F,97 %,ENE,9 mph,0 mph,29.27 in,0.0 in,Fair
,3:53 AM,64 F,64 F,100 %,E,8 mph,0 mph,29.27 in,0.0 in,Fair
,4:53 AM,64 F,64 F,100 %,ESE,3 mph,0 mph,29.28 in,0.0 in,Fair
,5:53 AM,64 F,64 F,100 %,ESE,7 mph,0 mph,29.28 in,0.0 in,Fair
,6:53 AM,69 F,67 F,93 %,SSE,9 mph,0 mph,29.29 in,0.0 in,Fair
,7:53 AM,73 F,69 F,87 %,S,12 mph,0 mph,29.30 in,0.0 in,Fair
,8:53 AM,79 F,69 F,72 %,S,17 mph,0 mph,29.30 in,0.0 in,Fair
,9:53 AM,84 F,69 F,61 %,S,17 mph,0 mph,29.30 in,0.0 in,Fair
,10:53 AM,86 F,67 F,53 %,S,24 mph,29 mph,29.29 in,0.0 in,Partly Cloudy / Windy
,11:53 AM,87 F,63 F,44 %,SSW,21 mph,32 mph,29.28 in,0.0 in,Fair / Windy
,12:53 PM,88 F,62 F,42 %,SSW,21 mph,30 mph,29.26 in,0.0 in,Partly Cloudy / Windy
,1:53 PM,88 F,63 F,43 %,S,18 mph,29 mph,29.25 in,0.0 in,Partly Cloudy
,2:53 PM,88 F,62 F,42 %,S,23 mph,30 mph,29.24 in,0.0 in,Fair / Windy
,3:53 PM,86 F,63 F,46 %,S,18 mph,0 mph,29.24 in,0.0 in,Partly Cloudy
,4:53 PM,83 F,64 F,53 %,S,13 mph,0 mph,29.24 in,0.0 in,Fair
,5:53 PM,77 F,64 F,64 %,SSE,8 mph,0 mph,29.24 in,0.0 in,Fair
,6:53 PM,75 F,65 F,71 %,SSE,9 mph,0 mph,29.24 in,0.0 in,Fair
,7:53 PM,74 F,65 F,73 %,SE,9 mph,0 mph,29.25 in,0.0 in,Fair
,8:53 PM,73 F,65 F,76 %,SE,12 mph,0 mph,29.25 in,0.0 in,Fair
,9:53 PM,72 F,65 F,78 %,SE,9 mph,0 mph,29.26 in,0.0 in,Fair
